0;0.0048004;2
1;0.0089915;22
2;0.014164;22
3;0.0219952;55
4;0.0294818;71
5;0.0403146;56
6;0.0540906;52
7;0.0647083;62
8;0.0780297;56
9;0.0951513;70
10;0.108455;72
11;0.122687;99
12;0.137359;94
13;0.151204;102
14;0.166137;158
15;0.181834;85
16;0.195334;127
17;0.209854;515
18;0.222484;223
19;0.235777;109
20;0.250273;215
21;0.267601;418
22;0.282907;386
23;0.298446;464
24;0.314617;464
25;0.33171;146
26;0.350148;424
27;0.367912;392
28;0.39078;254
29;0.409925;120
30;0.426341;149
31;0.444601;223
32;0.460957;355
33;0.477;152
34;0.49263;202
35;0.508384;251
36;0.525088;168
37;0.54267;196
38;0.560268;275
39;0.575131;143
40;0.596086;142
41;0.615459;226
42;0.63123;95
43;0.649757;133
44;0.665964;198
45;0.682065;119
46;0.698504;130
47;0.715064;112
48;0.730559;141
49;0.746787;138
50;0.763823;159
51;0.783415;98
52;0.803042;217
53;0.824165;106
54;0.841649;110
55;0.858017;112
56;0.877585;162
57;0.894569;185
58;0.912403;129
59;0.931383;126
60;0.953665;129
61;0.976735;171
62;1.00188;107
63;1.03723;134
64;1.06399;180
65;1.08467;125
66;1.10516;134
67;1.12465;244
68;1.14659;204
69;1.16654;162
70;1.18708;132
71;1.21076;218
72;1.23183;59
73;1.25474;62
74;1.27632;146
75;1.29609;158
76;1.3197;170
77;1.33956;262
78;1.36123;125
79;1.38337;140
80;1.40802;201
81;1.42958;110
82;1.45403;235
83;1.47441;319
84;1.49663;299
85;1.52073;298
86;1.54473;287
87;1.56703;260
88;1.59058;378
89;1.61208;243
90;1.63536;293
91;1.66087;351
92;1.68874;362
93;1.71096;355
94;1.73373;391
95;1.75563;310
96;1.78025;312
97;1.80616;326
98;1.82953;281
99;1.85241;246
100;1.88032;247
101;1.90896;347
102;1.93278;387
103;1.96033;287
104;1.9841;194
105;2.00689;330
106;2.0311;327
107;2.05848;252
108;2.08998;225
109;2.11455;213
110;2.14005;198
111;2.16582;203
112;2.19052;184
113;2.21577;202
114;2.23977;240
115;2.26466;180
116;2.29834;244
117;2.32448;294
118;2.34844;164
119;2.37604;317
120;2.40171;235
121;2.42823;264
122;2.45212;326
123;2.48021;210
124;2.50726;179
125;2.53829;260
126;2.56399;317
127;2.58899;291
128;2.61324;200
129;2.6429;291
130;2.6755;223
131;2.70573;263
132;2.73387;202
133;2.76225;251
134;2.78991;164
135;2.81813;221
136;2.85137;156
137;2.87973;248
138;2.91537;289
139;2.94851;235
140;2.97563;140
141;3.00646;203
142;3.03607;277
143;3.069;215
144;3.1017;348
145;3.13854;272
146;3.16658;237
147;3.19257;221
148;3.22079;224
149;3.25446;258
150;3.29109;107
151;3.32798;145
152;3.36141;313
153;3.39446;274
154;3.42788;399
155;3.46011;421
156;3.49601;305
157;3.52954;393
158;3.56835;315
159;3.60247;234
160;3.63443;113
161;3.66359;132
162;3.69378;133
163;3.721;163
164;3.75351;157
165;3.78366;156
166;3.81303;266
167;3.84593;123
168;3.87566;123
169;3.90439;176
170;3.93608;218
171;3.97046;323
172;4.00401;174
173;4.03879;177
174;4.07312;127
175;4.10213;129
176;4.13641;129
177;4.17219;160
178;4.20576;213
179;4.23581;133
180;4.27108;133
181;4.30487;131
182;4.33644;133
183;4.37024;131
184;4.41045;133
185;4.44334;133
186;4.47689;133
187;4.50853;133
188;4.54469;135
189;4.57947;135
190;4.62063;154
191;4.6588;135
192;4.69694;135
193;4.73399;137
194;4.76737;137
195;4.80946;137
196;4.84968;163
197;4.88767;226
198;4.92897;139
199;4.96472;289
200;5.00235;143
201;5.04408;143
202;5.07983;341
203;5.11361;149
204;5.15349;167
205;5.19095;142
206;5.23701;141
207;5.27543;145
208;5.31549;188
209;5.35397;242
210;5.39544;145
211;5.4393;144
212;5.48232;145
213;5.51999;300
214;5.55955;260
215;5.59713;147
216;5.63371;149
217;5.68474;151
218;5.72189;157
219;5.76534;157
220;5.81;153
221;5.85581;153
222;5.90046;159
223;5.94294;159
224;5.98177;159
225;6.02217;155
226;6.06495;155
227;6.11031;157
228;6.15684;155
229;6.20521;155
230;6.25015;155
231;6.30384;167
232;6.34687;167
233;6.38803;167
234;6.43638;167
235;6.48798;167
236;6.53634;167
237;6.5805;169
238;6.62596;167
239;6.67341;167
240;6.72591;167
241;6.77556;169
242;6.82071;173
243;6.8653;169
244;6.91159;173
245;6.9562;173
246;7.00134;173
247;7.04951;173
248;7.0916;173
249;7.14502;175
250;7.19209;179
251;7.23768;179
252;7.28134;335
253;7.33151;177
254;7.38324;177
255;7.43164;179
256;7.48304;220
257;7.52744;179
258;7.57939;179
259;7.63904;181
260;7.68797;183
261;7.74331;183
262;7.80044;189
263;7.85285;183
264;7.9047;183
265;7.95129;186
266;7.99905;185
267;8.04457;185
268;8.09081;187
269;8.14049;187
270;8.20018;189
271;8.25719;191
272;8.3053;191
273;8.35733;191
274;8.41114;191
275;8.46053;208
276;8.51079;191
277;8.56142;191
278;8.61696;189
279;8.66606;191
280;8.71566;189
281;8.76881;191
282;8.82266;191
283;8.86949;191
284;8.91979;193
285;8.9695;191
286;9.02706;197
287;9.08401;195
288;9.14458;197
289;9.19194;195
290;9.26125;199
291;9.31795;197
292;9.36985;197
293;9.42978;197
294;9.48547;197
295;9.53978;199
296;9.58911;201
297;9.65306;201
298;9.70011;201
299;9.75929;201
300;9.81663;203
301;9.87359;201
302;9.92535;203
303;9.98122;203
304;10.0359;203
305;10.0963;203
306;10.1493;203
307;10.202;203
308;10.2602;203
309;10.3278;203
